Product ID,Order ID,Order Date,Product name,Order Priority,Order Quantity,Unit Price,Discount,Shipping Price,Total,Total After Discount,Box Size,Shipping Cost,Box Cost,Delivery Date,Product Category,Product Base Margin %,Customer Id,Customer Name,Region,Customer Segment,Revenue,Source,YearMonth
PFS127061,201654,2017-04-06,Google Device Stand,Low,17,5.24,0.09,3.0,89.06,81.05,Wrap Bag,2.1,0.34,2017-04-14,Nest,57.62,100922735,Fred Harton,West,Consumer,44.26,Google Organic,2017-04
PFS127043,201655,2017-03-19,Google Women's Short Sleeve Hero Tee Grey,Same Day,19,5.3,0.03,13.5,100.78,97.75,Wrap Bag,9.45,0.34,2017-03-20,Apparel,73.32,100922736,Andrew Allen,West,Consumer,61.88,Google Ads,2017-03
PFS127064,201656,2017-03-31,Android Men's Vintage Tank,Low,18,5.46,0.08,3.5,98.28,90.42,Small Box,2.45,0.56,2017-04-08,Apparel,55.0,100922737,Art Miller,West,Consumer,46.72,Google Organic,2017-03
PFS127059,201657,2017-02-21,Sport Bag,Medium,22,75.5,0.1,5.25,1660.98,1494.88,Medium Box,3.68,1.18,2017-02-27,Bags,62.86,100922738,Lauren Leatherbury,West,Consumer,934.83,Referral,2017-02
PFS127103,201658,2017-04-16,YouTube Men's Vintage Tank,High,11,45.8,0.0,7.0,503.78,503.78,Small Box,4.9,0.56,2017-04-19,Apparel,68.5,100922739,Greg Matthias,West,Consumer,339.63,Facebook Ads,2017-04
PFS127066,201659,2017-06-18,Google Men's Short Sleeve Badge Tee Charcoal,Critical,9,5.9,0.04,7.5,53.12,50.99,Small Box,5.25,0.56,2017-06-20,Apparel,30.58,100922740,Anthony Rawles,West,Consumer,9.78,TikTok Ads,2017-06
PFS127070,201660,2017-06-15,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Very Low,2,35.9,0.04,2.33,71.8,68.93,Medium Box,1.63,1.18,2017-06-25,Apparel,68.68,100922741,Barry Blumstein,West,Consumer,44.53,Other,2017-06
PFS127037,201661,2017-01-27,Google Women's Tee Grey,Same Day,1,26.71,0.03,6.75,26.71,25.91,Wrap Bag,4.73,0.34,2017-01-28,Apparel,74.44,100922742,Roger Barcio,West,Small Business,14.22,Instagram Ads,2017-01
PFS127063,201662,2017-09-27,Google Men's Vintage Tank,Low,1,36.83,0.01,4.5,36.83,36.46,Small Box,3.15,0.56,2017-10-05,Apparel,42.06,100922743,Sung Pak,West,Consumer,11.62,Other,2017-09
PFS127040,201663,2017-07-05,Google Stylus Pen w/ LED Light,Medium,1,46.93,0.06,6.0,46.93,44.11,Medium Box,4.2,1.18,2017-07-11,Office,67.28,100922744,Tim Brockman,West,Small Business,24.3,Other,2017-07
PFS127053,201664,2017-06-07,Google Metallic Notebook Set,High,2,56.93,0.05,7.0,113.86,108.17,Small Box,4.9,0.56,2017-06-10,Office,30.58,100922745,Resi Polking,West,Home Office,27.61,Facebook Ads,2017-06
PFS127105,201665,2017-10-02,Google Women's Short Sleeve Performance Tee Pewter,Critical,5,37.15,0.05,6.0,185.75,176.46,Small Box,4.2,0.56,2017-10-04,Apparel,67.28,100922746,Roger Demir,West,Consumer,113.96,TikTok Ads,2017-10
PFS127095,201666,2017-03-26,Waze Mobile Phone Vent Mount,Very Low,5,27.72,0.03,2.33,138.61,134.45,Small Pack,1.63,0.38,2017-04-05,Waze,84.12,100922747,Tamara Manning,West,Consumer,111.09,Other,2017-03
PFS127086,201667,2017-12-07,YouTube Men's Vintage Henley,Same Day,4,18.63,0.01,9.0,74.53,73.78,Small Box,6.3,0.56,2017-12-08,Apparel,68.5,100922748,Shaun Chance,West,Consumer,43.68,TikTok Ads,2017-12
PFS127013,201668,2017-11-29,Waze Dress Socks,Medium,8,21.1,0.0,4.5,168.82,168.82,Wrap Bag,3.15,0.34,2017-12-05,Waze,36.66,100922749,Sharelle Roach,West,Consumer,58.4,Facebook Ads,2017-11
PFS127044,201669,2017-06-04,Google Twill Cap,Medium,9,22.12,0.0,5.25,199.05,199.05,Small Box,3.68,0.56,2017-06-10,Apparel,72.68,100922750,Ken Dana,West,Consumer,140.43,Google Ads,2017-06
PFS127054,201670,2017-12-10,Android Rise 14 oz Mug,Medium,8,23.7,0.04,5.25,189.62,182.03,Small Box,3.68,0.56,2017-12-16,Drinkware,76.08,100922751,Laurel Workman,West,Consumer,134.25,Referral,2017-12
PFS127048,201671,2017-09-04,Google Women's Short Sleeve Performance Tee Charcoal,Very Low,5,44.3,0.04,1.33,221.5,212.64,Small Pack,0.93,0.38,2017-09-14,Apparel,89.04,100922752,Lisa Ryan,West,Home Office,188.03,Referral,2017-09
PFS127020,201672,2017-01-02,Google Women's Short Sleeve Hero Tee White,Very Low,21,15.6,0.06,2.0,327.6,307.94,Jumbo Box,1.4,2.96,2017-01-12,Women's-T-Shirts,74.0,100922753,Chloris Kastensmidt,West,Corporate,223.52,Google Ads,2017-01
PFS127089,201673,2017-01-12,Google Women's Fleece Hoodie,Critical,8,15.77,0.1,7.5,126.15,113.54,Small Box,5.25,0.56,2017-01-14,Apparel,84.12,100922754,Lisa Hazard,West,Corporate,89.69,Referral,2017-01
PFS127081,201674,2017-08-03,Google Women's Performance Golf Polo Blue,High,5,16.34,0.04,7.0,81.71,78.44,Large Box,4.9,1.48,2017-08-06,Apparel,61.16,100922755,Mitch Gastineau,West,Consumer,41.59,Google Organic,2017-08
PFS127072,201675,2017-11-03,Google Large Standard Journal Navy,Medium,9,16.65,0.03,3.75,149.88,145.38,Small Box,2.63,0.56,2017-11-09,Office,68.26,100922756,Katharine Harms,West,Consumer,96.05,Facebook Ads,2017-11
PFS127087,201676,2017-03-29,Google Infant Short Sleeve Tee White,Low,11,32.67,0.08,3.5,359.34,330.59,Medium Box,2.45,1.18,2017-04-06,Apparel,84.12,100922757,Matthew Grinstein,West,Home Office,274.46,Other,2017-03
PFS127097,201677,2017-07-23,Google Infant Short Sleeve Tee Red,Low,4,19.67,0.03,2.5,78.67,76.31,Jumbo Drum,1.75,5.42,2017-07-31,Apparel,76.08,100922758,Maria Etezadi,West,Small Business,50.89,Google Ads,2017-07
PFS127119,201678,2017-04-01,Android Infant Short Sleeve Tee Pewter,Same Day,3,41.5,0.1,20.25,124.5,112.05,Small Box,14.18,0.56,2017-04-02,Apparel,72.68,100922759,Sample Company A,West,Consumer,66.7,Facebook Ads,2017-04
PFS127121,201679,2017-03-01,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Low,2,47.5,0.1,2.0,95.0,85.5,Small Box,1.4,0.56,2017-03-09,Apparel,94.0,100922760,Sonia Cooley,West,Consumer,78.41,TikTok Ads,2017-03
PFS127092,201680,2017-05-31,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Medium,7,18.41,0.01,2.25,128.86,127.57,Large Box,1.58,1.48,2017-06-06,Apparel,92.16,100922761,Sibella Parks,West,Small Business,114.51,Facebook Ads,2017-05
PFS127057,201681,2017-09-15,Google Youth Short Sleeve Tee Red,High,1,19.75,0.07,6.0,19.75,18.36,Small Box,4.2,0.56,2017-09-18,Apparel,68.68,100922762,Becky Pak,West,Consumer,7.85,Google Ads,2017-09
PFS127060,201682,2017-04-22,Google Women's Short Sleeve Hero Tee Heather,Critical,11,19.75,0.07,12.0,217.22,202.01,Small Box,8.4,0.56,2017-04-24,Apparel,59.06,100922763,Adam Shillingsburg,West,Corporate,110.35,Referral,2017-04
PFS127090,201683,2017-10-31,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Very Low,22,19.88,0.07,2.33,437.29,406.68,Large Box,1.63,1.48,2017-11-10,Apparel,76.08,100922764,Brooke Gillingham,West,Home Office,306.29,Instagram Ads,2017-10
PFS127091,201684,2017-10-11,Google Men's Airflow 1/4 Zip Pullover Lapis,Same Day,12,20.48,0.0,20.25,245.7,245.7,Small Box,14.18,0.56,2017-10-12,Apparel,84.12,100922765,Tom Boeckenhauer,West,Consumer,191.95,TikTok Ads,2017-10
PFS127108,201685,2017-09-16,Google Men's Lightweight Microfleece Jacket Black,Low,8,20.48,0.01,3.5,163.8,162.16,Wrap Bag,2.45,0.34,2017-09-24,Women's-T-Shirts,84.12,100922766,Alex Russell,West,Consumer,133.62,Google Organic,2017-09
PFS127041,201686,2017-06-19,Android BTTF Cosmos Graphic Tee,Medium,7,20.79,0.06,4.5,145.51,136.78,Small Box,3.15,0.56,2017-06-25,Apparel,64.96,100922767,Alejandro Ballentine,West,Consumer,85.14,Other,2017-06
PFS127052,201687,2017-11-28,Android BTTF Moonshot Graphic Tee,High,3,20.79,0.05,6.0,62.36,59.24,Large Box,4.2,1.48,2017-12-01,Apparel,42.0,100922768,Claire Good,West,Consumer,19.2,Instagram Ads,2017-11
PFS127073,201688,2017-09-11,Android Men's Outerstellar Short Sleeve Tee Black,Critical,2,20.79,0.07,9.0,41.57,38.66,Jumbo Drum,6.3,5.42,2017-09-13,Apparel,62.44,100922769,Alyssa Crouse,West,Home Office,12.43,Other,2017-09
PFS127098,201689,2017-03-01,Google Snapback Black Cap,Very Low,8,20.79,0.02,2.33,166.3,162.97,Small Box,1.63,0.56,2017-03-11,Headgear,73.32,100922770,Cassandra Brandow,West,Small Business,117.29,Facebook Ads,2017-03
PFS127114,201690,2017-04-09,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Same Day,11,21.94,0.0,15.75,241.38,241.38,Small Box,11.03,0.56,2017-04-10,Apparel,84.12,100922771,Adrian Barton,West,Consumer,191.46,Other,2017-04
PFS127120,201691,2017-12-13,Google Men's Quilted Insulated Vest Battleship Grey,Medium,12,21.94,0.07,5.25,263.33,244.9,Small Box,3.68,0.56,2017-12-19,Apparel,69.66,100922772,Catherine Glotzbach,West,Consumer,166.36,Other,2017-12
PFS127046,201692,2017-08-21,Waze Pack of 9 Decal Set,Medium,15,22.09,0.1,3.75,331.31,298.17,Jumbo Box,2.63,2.96,2017-08-27,Accessories,68.68,100922773,Frank Olsen,West,Consumer,199.2,Referral,2017-08
PFS127115,201693,2017-08-24,Google Men's Quilted Insulated Vest Black,Medium,8,22.75,0.06,5.25,182.0,171.08,Large Box,3.68,1.48,2017-08-30,Apparel,76.08,100922774,Alice McCarthy,West,Consumer,125.0,TikTok Ads,2017-08
PFS127083,201694,2017-05-31,Google Men's Bayside Graphic Tee,Very Low,9,23.39,0.0,1.0,210.48,210.48,Small Box,0.7,0.56,2017-06-10,Apparel,72.68,100922775,Frank Merwin,West,Consumer,151.72,Instagram Ads,2017-05
PFS127068,201695,2017-10-15,Google Men's Performance Polo Grey/Black,Very Low,3,35.1,0.04,3.0,105.3,101.09,Wrap Bag,2.1,0.34,2017-10-25,Apparel,73.32,100922776,Bruce Money,West,Consumer,71.68,Referral,2017-10
PFS127096,201696,2017-03-26,Waze Men's Short Sleeve Tee,Critical,4,37.03,0.05,12.0,148.12,140.72,Small Box,8.4,0.56,2017-03-28,Waze,74.44,100922777,Larry Tron,West,Consumer,95.79,Google Ads,2017-03
PFS127127,201697,2017-02-24,Waze Women's Short Sleeve Tee,High,5,37.03,0.07,7.0,185.15,172.19,Jumbo Box,4.9,2.96,2017-02-27,Waze,54.0,100922778,Brian DeCherney,West,Consumer,85.12,TikTok Ads,2017-02
PFS127122,201698,2017-09-19,Google Women's Convertible Vest-Jacket Sea Foam Green,Medium,8,38.61,0.1,3.0,308.88,277.99,Small Box,2.1,0.56,2017-09-25,Apparel,91.0,100922779,Ann Steele,West,Consumer,250.31,Other,2017-09
PFS127079,201699,2017-04-20,Google Youth Baseball Raglan Heather/Black,Low,2,38.98,0.07,3.5,77.96,72.5,Wrap Bag,2.45,0.34,2017-04-28,Apparel,62.28,100922780,Anthony Jacobs,West,Small Business,42.37,Google Organic,2017-04
PFS127093,201700,2017-04-15,Google Women's Shell Jacket Blue/Black,Low,7,41.69,0.03,2.0,291.84,283.08,Wrap Bag,1.4,0.34,2017-04-23,Apparel,84.12,100922781,Katrina Edelman,West,Consumer,236.39,Other,2017-04
PFS127019,201701,2017-12-09,Google Women's Long Sleeve Blended Cardigan Charcoal,Same Day,1,42.9,0.04,13.5,42.9,41.18,Small Box,9.45,0.56,2017-12-10,Women's-Outerwear,82.0,100922782,Ruben Dartt,West,Small Business,23.76,Other,2017-12
PFS127126,201702,2017-06-26,Men's Softshell Jacket Black/Grey,Low,3,46.64,0.02,3.5,139.93,137.13,Small Box,2.45,0.56,2017-07-04,Apparel,69.0,100922783,Roy Phan,West,Home Office,91.61,Facebook Ads,2017-06
PFS127085,201703,2017-02-09,Google Women's Softshell Jacket Black/Grey,Medium,9,45.1,0.07,5.25,405.9,377.49,Small Box,3.68,0.56,2017-02-15,Apparel,68.68,100922784,Clay Cheatham,West,Consumer,255.02,Other,2017-02
PFS127117,201704,2017-09-09,Google Men's Performance 1/4 Zip Pullover Heather/Black,High,12,35.75,0.01,4.0,429.0,424.71,Small Box,2.8,0.56,2017-09-12,Apparel,73.32,100922785,Yoseph Carroll,West,Consumer,308.03,Instagram Ads,2017-09
PFS127099,201705,2017-09-21,"Google High Capacity 10,400mAh Charger",Critical,5,76.69,0.01,9.0,383.44,379.6,Large Box,6.3,1.48,2017-09-23,Nest,73.32,100922786,Raymond Book,West,Consumer,270.54,TikTok Ads,2017-09
PFS127084,201706,2017-03-14,Google Rucksack,Very Low,4,85.24,0.04,1.67,340.96,327.33,Small Box,1.17,0.56,2017-03-24,Women's-T-Shirts,69.66,100922787,Alan Dominguez,West,Consumer,226.29,Referral,2017-03
PFS127015,201707,2017-03-24,Nest® Protect Smoke + CO White Battery Alarm-USA,Same Day,3,102.7,0.06,15.75,308.1,289.61,Jumbo Box,11.03,2.96,2017-03-25,Nest,34.83,100922788,Stephanie Phelps,West,Consumer,86.89,Other,2017-03
PFS127017,201708,2017-09-10,Nest® Protect Smoke + CO White Wired Alarm-USA,Low,2,102.7,0.03,2.5,205.4,199.24,Small Box,1.75,0.56,2017-09-18,Nest,34.25,100922789,Tonja Turnell,West,Consumer,65.93,Google Organic,2017-09
PFS127118,201709,2017-09-29,25L Classic Rucksack,Medium,2,103.99,0.04,5.25,207.97,199.66,Small Box,3.68,0.56,2017-10-05,Backpacks,73.32,100922790,Christopher Conant,West,Home Office,142.15,Facebook Ads,2017-09
PFS127078,201710,2017-02-08,Google Alpine Style Backpack,High,9,119.59,0.02,5.0,1076.28,1054.76,Jumbo Box,3.5,2.96,2017-02-11,Bags,80.0,100922791,Cyma Kinney,West,Corporate,837.34,TikTok Ads,2017-02
PFS127027,201711,2017-02-05,Nest® Thermostat E - USA,Critical,1,128.7,0.02,13.5,128.7,126.13,Small Box,9.45,0.56,2017-02-07,Backpacks,67.28,100922792,Shui Tom,West,Corporate,74.85,Google Organic,2017-02
PFS127124,201712,2017-09-18,Nest® Protect Smoke + CO White Battery Alarm - CA,Very Low,4,135.2,0.04,1.33,540.8,519.17,Large Box,0.93,1.48,2017-09-28,Nest,77.0,100922793,Victoria Brennan,West,Consumer,397.35,Google Ads,2017-09
PFS127028,201713,2017-02-27,Nest® Cam Outdoor Security Camera - USA,Same Day,7,154.7,0.02,6.75,1082.9,1061.24,Medium Box,4.73,1.18,2017-02-28,Nest,64.96,100922794,Adrian Shami,West,Consumer,683.48,Facebook Ads,2017-02
PFS127042,201714,2017-07-30,Nest® Cam Indoor Security Camera - USA,Medium,8,154.7,0.0,4.5,1237.6,1237.6,Small Box,3.15,0.56,2017-08-05,Nest,62.86,100922795,Harry Greene,West,Home Office,774.24,TikTok Ads,2017-07
PFS127110,201715,2017-01-08,Google Rolltop Backpack Blue,Medium,5,175.49,0.0,6.0,877.44,877.44,Medium Box,4.2,1.18,2017-01-14,Bags,84.12,100922001,Muhammed MacIntyre,Nunavut,Small Business,732.72,Google Organic,2017-01
PFS127009,201716,2017-05-24,"7"" Dog Frisbee",Medium,2,40.95,0.02,5.25,81.9,80.26,Jumbo Drum,3.68,5.42,2017-05-30,Pet,42.06,100922002,Barry French,Nunavut,Consumer,24.67,Google Organic,2017-05
PFS127010,201717,2017-08-30,Google Infant Short Sleeve Tee Green,Very Low,3,23.7,0.02,1.33,71.11,69.68,Small Box,0.93,0.56,2017-09-09,Infant,38.04,100922003,Clay Rozendal,Nunavut,Corporate,25.01,Google Ads,2017-08
PFS127011,201718,2017-07-19,BLM Sweatshirt,Very Low,9,24.3,0.05,2.0,218.7,207.77,Small Box,1.4,0.56,2017-07-29,Apparel,37.22,100922004,Carlos Soltero,Nunavut,Home Office,75.37,Referral,2017-07
PFS127025,201719,2017-02-01,Google Baby Essentials Set,Critical,11,15.6,0.06,7.5,171.6,161.3,Medium Box,5.25,1.18,2017-02-03,Infant,69.66,100922005,Carl Jackson,Nunavut,Consumer,105.94,Google Ads,2017-02
PFS127026,201720,2017-03-09,Google 17oz Stainless Steel Sport Bottle,High,19,15.77,0.09,7.0,299.61,272.65,Small Pack,4.9,0.38,2017-03-12,Water Bottles,68.5,100922006,Monica Federle,Nunavut,Consumer,181.49,Facebook Ads,2017-03
PFS127038,201721,2017-06-12,Google Women's Short Sleeve Hero Tee Black,Medium,6,16.34,0.1,3.75,98.05,88.24,Small Box,2.63,0.56,2017-06-18,Women's-T-Shirts,73.32,100922007,Dorothy Badders,Nunavut,Consumer,61.51,Facebook Ads,2017-06
PFS127047,201722,2017-10-12,Waze Mood Ninja Window Decal,Low,9,16.65,0.03,3.5,149.88,145.38,Small Box,2.45,0.56,2017-10-20,Stickers,68.5,100922008,Neola Schneider,Nunavut,Consumer,96.57,Google Organic,2017-10
PFS127055,201723,2017-11-22,Android Women's Long Sleeve Blended Cardigan Grey,Low,8,19.67,0.02,2.5,157.34,154.19,Large Box,1.75,1.48,2017-11-30,Women's-Outerwear,73.32,100922009,Carlos Daly,Nunavut,Home Office,109.82,Other,2017-11
PFS127056,201724,2017-12-26,Android Women's Short Sleeve Hero Tee Black,Same Day,7,17.67,0.06,20.25,123.67,116.25,Small Box,14.18,0.56,2017-12-27,Women's-T-Shirts,73.32,100922010,Claudia Miner,Nunavut,Small Business,70.5,Referral,2017-12
PFS127058,201725,2017-06-02,Google Women's Performance Full Zip Jacket Black,Low,4,41.5,0.0,2.0,166.0,166.0,Small Box,1.4,0.56,2017-06-10,Women's-Outerwear,68.26,100922011,Allen Rosenblatt,Nunavut,Consumer,111.35,Referral,2017-06
PFS127065,201726,2017-08-26,Waze Women's Typography Short Sleeve Tee,Medium,5,47.5,0.05,2.25,237.5,225.63,Wrap Bag,1.58,0.34,2017-09-01,Apparel,37.22,100922012,Sylvia Foulston,Nunavut,Consumer,82.07,Facebook Ads,2017-08
PFS127069,201727,2017-07-31,Google Women's Recycled Fabric Tee,High,1,18.41,0.07,6.0,18.41,17.12,Medium Box,4.2,1.18,2017-08-03,Women's-T-Shirts,72.68,100922013,Jim Radford,Nunavut,Consumer,7.06,Instagram Ads,2017-07
PFS127074,201728,2017-05-06,Google Men's Vintage Badge Tee White,Critical,2,19.75,0.03,12.0,39.49,38.31,Small Pack,8.4,0.38,2017-05-08,Men's-Performance Wear,62.28,100922014,Carl Ludwig,Nunavut,Consumer,15.08,Instagram Ads,2017-05
PFS127075,201729,2017-05-19,Waze Mood Happy Window Decal,Very Low,3,19.75,0.05,2.33,59.24,56.28,Small Box,1.63,0.56,2017-05-29,Accessories,62.06,100922015,Don Miller,Nunavut,Consumer,32.73,Referral,2017-05
PFS127076,201730,2017-08-22,Waze Mood Original Window Decal,Same Day,6,19.88,0.04,20.25,119.26,114.49,Wrap Bag,14.18,0.34,2017-08-23,Stickers,61.16,100922016,Annie Cyprus,Nunavut,Consumer,55.51,Other,2017-08
PFS127077,201731,2017-11-17,YouTube Men's Short Sleeve Hero Tee White,Low,14,20.48,0.05,3.5,286.65,272.32,Small Box,2.45,0.56,2017-11-25,Men's-T-Shirts,84.12,100922017,Grant Carroll,Nunavut,Consumer,226.06,TikTok Ads,2017-11
PFS127080,201732,2017-01-20,Android Women's Short Sleeve Badge Tee Dark Heather,Medium,17,20.48,0.04,4.5,348.08,334.15,Jumbo Box,3.15,2.96,2017-01-26,Women's-T-Shirts,62.06,100922018,Alan Barnes,Nunavut,Consumer,201.26,Facebook Ads,2017-01
PFS127082,201733,2017-09-28,Google Women's Scoop Neck Tee Black,High,19,20.79,0.02,6.0,394.95,387.05,Large Box,4.2,1.48,2017-10-01,Women's-T-Shirts,73.32,100922019,Jack Garza,Nunavut,Consumer,278.11,Facebook Ads,2017-09
PFS127088,201734,2017-01-25,Google Men's Short Sleeve Performance Badge Tee Pewter,Critical,18,20.79,0.03,9.0,374.17,362.94,Small Box,6.3,0.56,2017-01-27,Men's-Performance Wear,80.0,100922020,Julia West,Nunavut,Small Business,283.49,TikTok Ads,2017-01
PFS127094,201735,2017-09-20,YouTube Women's Fleece Hoodie Black,Very Low,22,20.79,0.05,2.33,457.31,434.45,Small Box,1.63,0.56,2017-09-30,Women's-T-Shirts,87.0,100922021,Eugene Barchas,Nunavut,Consumer,375.77,Google Ads,2017-09
PFS127100,201736,2017-08-19,Google Men's Short Sleeve Hero Tee Charcoal,Same Day,11,20.79,0.05,15.75,228.66,217.22,Small Box,11.03,0.56,2017-08-20,Men's-Performance Wear,72.68,100922022,Edward Hooks,Nunavut,Small Business,146.29,Other,2017-08
PFS127101,201737,2017-12-26,Google Toddler Short Sleeve Tee Red,Medium,9,21.94,0.1,5.25,197.5,177.75,Wrap Bag,3.68,0.34,2018-01-01,Kid's-Toddler,69.66,100922023,Brad Eason,Nunavut,Home Office,119.81,Facebook Ads,2017-12
PFS127102,201738,2017-07-22,Google Vintage Henley Grey/Black,Medium,2,21.94,0.06,3.75,43.89,41.25,Small Box,2.63,0.56,2017-07-28,Men's-T-Shirts,68.68,100922024,Nicole Hansen,Nunavut,Consumer,25.15,Facebook Ads,2017-07
PFS127104,201739,2017-12-10,Android Men's  Zip Hoodie,Medium,1,22.09,0.01,5.25,22.09,21.87,Small Pack,3.68,0.38,2017-12-16,Android,68.26,100922025,Dorothy Wardle,Nunavut,Consumer,10.88,Other,2017-12
PFS127106,201740,2017-05-23,Google Women's Vintage Hero Tee Platinum,Very Low,1,22.75,0.01,1.0,22.75,22.52,Wrap Bag,0.7,0.34,2017-06-02,Women's-T-Shirts,84.12,100922026,Aaron Bergman,Nunavut,Consumer,17.91,Other,2017-05
PFS127109,201741,2017-03-10,Google Snapback Navy Cap,Very Low,1,35.08,0.0,3.0,35.08,35.08,Wrap Bag,2.1,0.34,2017-03-20,Headgear,76.08,100922027,Don Jones,Nunavut,Consumer,24.25,Facebook Ads,2017-03
PFS127111,201742,2017-12-08,Google Women's Lightweight Microfleece Jacket,Critical,2,35.1,0.08,12.0,70.2,64.58,Jumbo Drum,8.4,5.42,2017-12-10,Women's-Outerwear,92.16,100922028,Beth Thompson,Nunavut,Consumer,45.71,Facebook Ads,2017-12
PFS127112,201743,2017-09-01,Google Women's Yoga Jacket Black,High,5,37.03,0.08,7.0,185.15,170.34,Small Box,4.9,0.56,2017-09-04,Women's-Outerwear,84.12,100922029,Frank Price,Nunavut,Consumer,137.83,Other,2017-09
PFS127113,201744,2017-07-02,Google Women's Short Sleeve Hero Tee Sky Blue,Medium,5,37.03,0.0,3.0,185.15,185.15,Wrap Bag,2.1,0.34,2017-07-08,Women's-Outerwear,87.0,100922030,Michelle Lonsdale,Nunavut,Home Office,158.65,Google Organic,2017-07
PFS127116,201745,2017-12-05,Google Men's Softshell Jacket Black/Grey,Low,4,38.61,0.02,3.5,154.44,151.35,Small Pack,2.45,0.38,2017-12-13,Men's-T-Shirts,74.44,100922031,Ann Chong,Nunavut,Corporate,109.84,Facebook Ads,2017-12
PFS127049,201746,2017-07-13,YouTube Custom Decals,Low,8,0.53,0.06,2.0,4.26,4.01,Small Box,1.4,0.56,2017-07-21,Office,94.79,100922032,Joy Bell,Nunavut,Corporate,1.84,Referral,2017-07
PFS127036,201747,2017-08-15,Maze Pen,Same Day,9,1.03,0.01,13.5,9.24,9.15,Small Box,9.45,0.56,2017-08-16,Office,76.08,100922033,Skye Norling,Nunavut,Consumer,-3.05,Instagram Ads,2017-08
PFS127071,201748,2017-10-02,Keyboard DOT Sticker,Low,8,1.78,0.01,3.5,14.25,14.11,Wrap Bag,2.45,0.34,2017-10-10,Office,68.5,100922034,Barry Weirich,Nunavut,Consumer,6.87,Facebook Ads,2017-10
PFS127021,201749,2017-11-29,8 pc Android Sticker Sheet,Medium,5,2.22,0.07,5.25,11.12,10.34,Small Pack,3.68,0.38,2017-12-05,Office,66.0,100922035,Adrian Hane,Nunavut,Home Office,2.77,TikTok Ads,2017-11
PFS127023,201750,2017-10-05,Switch Tone Color Crayon Pen,High,21,2.52,0.08,4.0,52.96,48.73,Jumbo Drum,2.8,5.42,2017-10-08,Office,74.44,100922036,Andrew Gjertsen,Nunavut,Small Business,28.06,Other,2017-10
PFS127031,201751,2017-03-10,Ballpoint LED Light Pen,Critical,8,2.89,0.08,9.0,23.09,21.24,Small Box,6.3,0.56,2017-03-12,Office,62.06,100922037,Ralph Knight,Nunavut,Consumer,6.32,TikTok Ads,2017-03
PFS127032,201752,2017-04-18,Android Small Removable Sticker Sheet,Very Low,5,3.12,0.1,1.67,15.6,14.04,Jumbo Drum,1.17,5.42,2017-04-28,Accessories,61.16,100922038,Beth Paige,Nunavut,Consumer,2.01,Facebook Ads,2017-04
PFS127035,201753,2017-10-30,Google Doodle Decal,Same Day,9,3.12,0.1,15.75,28.08,25.27,Small Box,11.03,0.56,2017-10-31,Office,38.04,100922039,Bryan Davis,Northwest Territories,Small Business,-1.97,Referral,2017-10
PFS127033,201754,2017-03-15,Android Large Removable Sticker Sheet,Low,11,3.17,0.09,2.5,34.89,31.75,Jumbo Drum,1.75,5.42,2017-03-23,Accessories,60.86,100922040,Delfina Latchford,Northwest Territories,Consumer,12.16,Other,2017-03
PFS127024,201755,2017-05-15,Google 22 oz Water Bottle,Medium,4,3.41,0.06,5.25,13.62,12.81,Small Box,3.68,0.56,2017-05-21,Drinkware,72.68,100922041,Doug Bickford,Northwest Territories,Corporate,5.07,Facebook Ads,2017-05
PFS127016,201756,2017-11-21,Google Laptop and Cell Phone Stickers,High,3,3.6,0.01,5.0,10.8,10.69,Small Box,3.5,0.56,2017-11-24,Office,34.34,100922042,Jamie Kunitz,Northwest Territories,Home Office,-0.39,Other,2017-11
PFS127022,201757,2017-01-11,Four Color Retractable Pen,Critical,2,3.77,0.1,13.5,7.54,6.79,Small Box,9.45,0.56,2017-01-13,Office,84.12,100922043,Anthony Johnson,Northwest Territories,Consumer,-4.3,Facebook Ads,2017-01
PFS127030,201758,2017-01-01,Waze Baby on Board Window Decal,Very Low,7,3.89,0.05,1.33,27.21,25.85,Small Box,0.93,0.56,2017-01-11,Waze,62.44,100922044,Brendan Dodson,Northwest Territories,Consumer,14.64,Facebook Ads,2017-01
PFS127067,201759,2017-12-05,Google Sunglasses,Same Day,1,4.11,0.1,6.75,4.11,3.7,Large Box,4.73,1.48,2017-12-06,Lifestyle,84.12,100922045,Hunter Glantz,Northwest Territories,Consumer,-3.09,Other,2017-12
PFS127012,201760,2017-08-16,Google Women's Short Sleeve Badge Tee Grey,Medium,11,5.16,0.05,4.5,56.77,53.93,Small Box,3.15,0.56,2017-08-22,Apparel,36.66,100922046,Thomas Seio,Northwest Territories,Consumer,16.06,Google Ads,2017-08
PFS127029,201761,2017-08-08,Windup Android,Medium,22,5.16,0.02,6.0,113.54,111.27,Small Box,4.2,0.56,2017-08-14,Lifestyle,62.28,100922047,Becky Castell,Northwest Territories,Home Office,64.54,Facebook Ads,2017-08
